"id","weight","height"
2997,66,126
2998,72,186
2999,100,142
3000,60,203
3001,62,144
3002,72,128
3003,80,175
3004,89,129
3005,52,156
3006,51,148
3007,47,199
3008,82,145
3009,72,181
3010,73,196
3011,71,180
3012,58,214
3013,82,142
3014,82,140
3015,75,248
3016,86,158
3017,40,153
3018,65,150
3019,85,176
3020,79,201
3021,87,193
3022,55,216
3023,83,124
3024,67,184
3025,60,184
3026,110,189
3027,53,163
3028,50,186
3029,92,179
3030,69,182
3031,74,181
3032,71,168
3033,79,235
3034,91,223
3035,75,216
3036,44,196
3037,55,137
3038,78,210
3039,77,189
3040,75,110
3041,74,208
3042,67,228
3043,82,211
3044,92,147
3045,82,143
3046,81,190
3047,69,91
3048,83,225
3049,59,203
3050,78,116
3051,71,185
3052,96,190
3053,65,206
3054,90,123
3055,67,167
3056,74,136
3057,83,195
3058,83,171
3059,73,165
3060,81,156
3061,69,190
3062,58,196
3063,34,218
3064,78,209
3065,44,143
3066,77,185
3067,84,215
3068,56,167
3069,78,124
3070,70,149
3071,92,193
3072,86,180
3073,70,145
3074,35,168
3075,77,148
3076,70,167
3077,57,195
3078,63,216
3079,66,224
3080,76,139
3081,67,155
3082,49,258
3083,63,149
3084,57,192
3085,62,153
3086,76,179
3087,87,222
3088,72,194
3089,69,147
3090,48,226
3091,54,170
3092,84,150
3093,68,146
3094,82,171
3095,85,168
3096,62,194
3097,68,208
3098,73,158
3099,88,160
3100,72,169
3101,44,177
3102,57,201
3103,85,141
3104,70,186
3105,64,141
3106,79,173
3107,95,182
3108,63,137
3109,83,162
3110,80,240
3111,81,205
3112,81,136
3113,90,197
3114,61,188
3115,66,155
3116,61,174
3117,48,177
3118,64,171
3119,82,157
3120,48,152
3121,94,214
3122,59,164
3123,84,233
3124,43,122
3125,57,137
3126,90,145
3127,80,150
3128,59,167
3129,73,208
3130,90,178
3131,56,187
3132,69,167
3133,52,166
3134,100,195
3135,64,173
3136,61,144
3137,81,182
3138,46,155
3139,76,192
3140,58,177
3141,85,166
3142,76,248
3143,60,231
3144,55,164
3145,59,179
3146,43,155
3147,69,223
3148,58,122
3149,67,158
3150,56,183
3151,57,170
3152,64,166
3153,79,179
3154,61,143
3155,88,150
3156,50,184
3157,62,197
3158,82,203
3159,61,169
3160,105,178
3161,67,138
3162,87,162
3163,76,165
3164,74,231
3165,70,182
3166,63,198
3167,109,137
3168,71,188
3169,43,148
3170,63,148
3171,72,214
3172,84,141
3173,53,177
3174,71,161
3175,96,208
3176,72,141
3177,77,152
3178,67,208
3179,65,138
3180,89,129
3181,80,109
3182,77,189
3183,73,164
3184,70,259
3185,89,145
3186,60,198
3187,67,215
3188,83,207
3189,33,151
3190,90,125
3191,86,236
3192,79,176
3193,91,230
3194,33,234
3195,74,202
3196,68,195
3197,86,165
3198,81,156
3199,87,203
3200,71,177
3201,61,162
3202,66,139
3203,70,177
3204,81,214
3205,102,160
3206,62,157
3207,58,212
3208,60,165
3209,64,190
3210,63,221
3211,59,152
3212,60,209
3213,77,208
3214,81,159
3215,67,203
3216,92,218
3217,67,130
3218,71,176
3219,56,182
3220,58,227
3221,105,184
3222,72,219
3223,73,169
3224,89,149
3225,58,187
3226,72,151
3227,81,221
3228,68,187
3229,74,126
3230,75,220
3231,73,182
3232,69,179
3233,49,132
3234,51,117
3235,56,128
3236,68,254
3237,70,158
3238,52,226
3239,80,118
3240,54,193
3241,89,178
3242,68,123
3243,97,152
3244,64,217
3245,80,87
3246,87,175
3247,61,247
3248,84,218
3249,72,181
3250,79,139
3251,60,219
3252,82,201
3253,59,138
3254,75,148
3255,69,182
3256,63,196
3257,66,227
3258,50,192
3259,74,184
3260,75,182
3261,43,204
3262,84,225
3263,83,121
3264,93,186
3265,90,141
3266,60,125
3267,63,196
3268,91,199
3269,72,252
3270,71,232
3271,76,137
3272,64,146
3273,55,188
3274,62,204
3275,63,177
3276,60,196
3277,84,147
3278,82,138
3279,70,157
3280,60,168
3281,62,189
3282,68,166
3283,74,203
3284,70,174
3285,75,225
3286,95,147
3287,54,143
3288,82,162
3289,67,240
3290,51,150
3291,69,214
3292,74,169
3293,66,148
3294,85,129
3295,63,189
3296,55,113
3297,76,159
3298,58,174
3299,79,181
3300,72,216
3301,71,215
3302,71,168
3303,79,166
3304,65,217
3305,84,159
3306,59,154
3307,97,98
3308,59,168
3309,68,217
3310,50,142
3311,69,247
3312,81,204
3313,70,218
3314,60,229
3315,102,229
3316,64,177
3317,60,165
3318,55,202
3319,62,152
3320,72,193
3321,54,186
3322,66,183
3323,54,174
3324,81,160
3325,63,250
3326,79,190
3327,56,133
3328,92,160
3329,57,122
3330,79,149
3331,67,144
3332,98,145
3333,55,212
3334,77,118
3335,61,186
3336,53,151
3337,77,120
3338,59,192
3339,76,165
3340,56,200
3341,50,174
3342,78,142
3343,65,149
3344,72,232
3345,69,185
3346,70,203
3347,81,199
3348,75,183
3349,57,179
3350,67,202
3351,60,138
3352,90,127
3353,56,172
3354,74,178
3355,57,157
3356,62,224
3357,76,145
3358,61,180
3359,77,152
3360,53,177
3361,81,131
3362,62,194
3363,68,179
3364,86,216
3365,92,171
3366,52,173
3367,84,184
3368,37,220
3369,80,95
3370,66,204
3371,84,209
3372,80,260
3373,55,212
3374,72,177
3375,92,200
3376,61,160
3377,81,125
3378,50,187
3379,73,185
3380,62,170
3381,60,144
3382,82,213
3383,75,191
3384,82,225
3385,60,170
3386,69,168
3387,58,136
3388,77,133
3389,76,178
3390,53,109
3391,81,203
3392,65,125
3393,93,147
3394,92,192
3395,73,163
3396,57,179
3397,49,213
3398,58,130
3399,58,147
3400,76,190
3401,64,173
3402,55,196
3403,78,222
3404,84,255
3405,95,148
3406,46,152
3407,59,237
3408,78,205
3409,50,167
3410,76,134
3411,63,161
3412,54,204
3413,66,249
3414,106,187
3415,74,178
3416,82,143
3417,94,182
3418,50,227
3419,76,170
3420,80,173
3421,81,108
3422,34,124
3423,81,234
3424,81,181
3425,46,160
3426,66,187
3427,88,176
3428,89,199
3429,39,149
3430,79,187
3431,70,193
3432,61,168
3433,43,171
3434,58,191
3435,58,183
3436,48,161
3437,60,173
3438,64,175
3439,83,216
3440,104,192
3441,70,202
3442,96,206
3443,52,185
3444,87,150
3445,66,160
3446,46,201
3447,61,147
3448,48,209
3449,90,188
3450,33,185
3451,77,166
3452,87,148
3453,73,212
3454,92,165
3455,71,162
3456,61,152
3457,61,193
3458,79,153
3459,90,225
3460,66,168
3461,86,172
3462,55,176
3463,51,126
3464,75,189
3465,58,157
3466,65,122
3467,59,175
3468,63,173
3469,66,183
3470,60,247
3471,80,156
3472,81,157
3473,75,168
3474,77,145
3475,86,202
3476,57,86
3477,48,185
3478,73,124
3479,61,215
3480,88,149
3481,52,70
3482,72,197
3483,28,245
3484,73,183
3485,62,153
3486,60,246
3487,79,129
3488,75,151
3489,80,175
3490,85,155
3491,79,189
3492,78,163
3493,80,118
3494,58,133
3495,56,193
3496,64,144
3497,62,183
3498,67,193
3499,54,176
3500,64,196
3501,73,173
3502,74,156
3503,80,196
3504,93,188
3505,74,222
3506,79,135
3507,79,159
3508,38,173
3509,47,145
3510,76,175
3511,63,259
3512,92,153
3513,47,164
3514,96,245
3515,56,149
3516,69,214
3517,75,234
3518,46,194
3519,45,157
3520,67,162
3521,77,153
3522,70,94
3523,96,176
3524,53,188
3525,50,160
3526,61,168
3527,55,183
3528,73,183
3529,63,279
3530,58,191
3531,78,181
3532,95,248
3533,71,217
3534,91,172
3535,41,192
3536,54,176
3537,109,191
3538,67,182
3539,63,225
3540,75,152
3541,75,169
3542,58,167
3543,80,162
3544,81,140
3545,69,170
3546,62,176
3547,62,245
3548,64,185
3549,62,166
3550,94,126
3551,73,153
3552,98,226
3553,68,161
3554,29,224
3555,76,157
3556,72,168
3557,65,181
3558,88,189
3559,80,175
3560,67,58
3561,72,84
3562,65,95
3563,83,205
3564,71,142
3565,57,165
3566,84,149
3567,90,149
3568,64,177
3569,76,154
3570,76,161
3571,83,153
3572,57,207
3573,65,168
3574,77,221
3575,88,198
3576,63,198
3577,67,183
3578,76,230
3579,64,211
3580,80,144
3581,76,242
3582,94,204
3583,69,162
3584,51,197
3585,54,227
3586,54,218
3587,52,195
3588,73,167
3589,67,170
3590,64,142
3591,72,156
3592,58,153
3593,59,107
3594,61,164
3595,66,153
3596,81,146
3597,75,139
3598,63,204
3599,61,176
3600,65,203
3601,56,213
3602,76,185
3603,82,175
3604,73,134
3605,78,163
3606,40,160
3607,96,202
3608,94,161
3609,55,155
3610,71,155
3611,63,165
3612,44,197
3613,67,218
3614,71,174
3615,82,201
3616,52,187
3617,50,127
3618,70,208
3619,52,142
3620,65,181
3621,72,159
3622,74,130
3623,75,97
3624,87,205
3625,85,124
3626,59,230
3627,68,127
3628,64,173
3629,56,158
3630,90,179
3631,67,193
3632,60,220
3633,77,220
3634,71,180
3635,90,174
3636,77,177
3637,51,158
3638,45,128
3639,87,204
3640,56,89
3641,71,193
3642,75,218
3643,85,146
3644,55,135
3645,48,135
3646,74,177
3647,78,163
3648,88,189
3649,57,139
3650,101,152
3651,79,188
3652,42,195
3653,58,175
3654,75,207
3655,62,181
3656,73,217
3657,71,158
3658,85,202
3659,60,198
3660,72,209
3661,60,169
3662,50,170
3663,65,168
3664,65,195
3665,80,145
3666,81,158
3667,63,124
3668,88,199
3669,65,194
3670,73,162
3671,62,201
3672,60,190
3673,81,203
3674,70,178
3675,78,134
3676,90,144
3677,55,168
3678,58,132
3679,68,115
3680,65,215
3681,76,144
3682,85,168
3683,72,166
3684,59,175
3685,94,185
3686,73,204
3687,57,130
3688,75,170
3689,43,152
3690,89,160
3691,53,172
3692,95,173
3693,108,216
3694,66,207
3695,71,191
3696,75,182
3697,89,143
3698,68,217
3699,68,165
3700,63,119
3701,56,166
3702,74,133
3703,87,199
3704,70,200
3705,64,152
3706,73,176
3707,86,136
3708,65,205
3709,58,212
3710,70,107
3711,94,111
3712,50,198
3713,48,169
3714,48,175
3715,65,222
3716,74,122
3717,56,172
3718,96,202
3719,61,147
3720,76,186
3721,56,168
3722,77,182
3723,58,158
3724,72,252
3725,74,76
3726,79,151
3727,86,106
3728,55,198
3729,56,165
3730,66,112
3731,63,198
3732,55,147
3733,60,176
3734,62,237
3735,68,173
3736,80,157
3737,100,140
3738,82,240
3739,78,170
3740,81,182
3741,64,197
3742,75,200
3743,77,198
3744,100,140
3745,68,176
3746,45,156
3747,81,209
3748,72,134
3749,56,211
3750,68,200
3751,62,184
3752,67,203
3753,66,217
3754,52,199
3755,53,93
3756,69,168
3757,83,169
3758,56,185
3759,78,162
3760,68,135
3761,82,256
3762,76,222
3763,39,174
3764,94,215
3765,60,210
3766,85,216
3767,65,188
3768,67,143
3769,60,186
3770,70,191
3771,58,161
3772,91,99
3773,69,145
3774,78,139
3775,85,185
3776,53,161
3777,97,195
3778,74,191
3779,44,180
3780,71,133
3781,88,199
3782,90,218
3783,87,159
3784,66,190
3785,92,200
3786,60,144
3787,70,187
3788,54,128
3789,57,153
3790,71,170
3791,90,173
3792,68,119
3793,73,179
3794,54,238
3795,47,192
3796,81,151
3797,73,188
3798,77,176
3799,78,203
3800,65,176
3801,84,196
3802,58,204
3803,67,254
3804,68,178
3805,55,193
3806,54,142
3807,42,132
3808,51,147
3809,67,162
3810,69,171
3811,73,171
3812,63,177
3813,94,174
3814,64,180
3815,56,168
3816,56,190
3817,63,188
3818,90,173
3819,45,120
3820,68,180
3821,64,179
3822,58,189
3823,67,155
3824,58,109
3825,80,151
3826,92,129
3827,75,108
3828,59,159
3829,92,142
3830,76,120
3831,65,204
3832,92,174
3833,57,166
3834,70,196
3835,62,183
3836,59,208
3837,63,108
3838,70,220
3839,51,146
3840,85,177
3841,71,123
3842,70,173
3843,71,189
3844,72,169
3845,56,206
3846,59,150
3847,72,205
3848,70,198
3849,44,149
3850,78,202
3851,58,201
3852,77,170
3853,59,177
3854,70,173
3855,62,184
3856,65,147
3857,86,223
3858,72,189
3859,63,200
3860,68,163
3861,91,156
3862,87,158
3863,74,189
3864,97,206
3865,43,177
3866,56,148
3867,55,182
3868,74,200
3869,86,203
3870,53,160
3871,64,146
3872,79,182
3873,83,209
3874,96,157
3875,79,172
3876,73,144
3877,87,145
3878,71,193
3879,55,175
3880,95,178
3881,74,209
3882,75,159
3883,47,199
3884,54,237
3885,89,173
3886,55,202
3887,101,183
3888,39,152
3889,65,151
3890,77,144
3891,78,130
3892,59,173
3893,71,144
3894,66,180
3895,67,199
3896,79,179
3897,103,147
3898,60,123
3899,78,217
3900,65,195
3901,78,234
3902,78,151
3903,91,212
3904,75,114
3905,48,225
3906,78,138
3907,74,182
3908,73,181
3909,55,167
3910,79,104
3911,50,178
3912,79,208
3913,71,188
3914,72,213
3915,72,177
3916,76,148
3917,80,149
3918,94,130
3919,77,164
3920,80,177
3921,56,188
3922,65,210
3923,78,184
3924,46,152
3925,58,139
3926,82,177
3927,83,152
3928,79,200
3929,76,131
3930,94,225
3931,42,191
3932,72,197
3933,53,135
3934,63,110
3935,77,144
3936,65,165
3937,74,198
3938,70,212
3939,22,186
3940,69,111
3941,67,146
3942,88,91
3943,78,111
3944,76,175
3945,86,192
3946,69,162
3947,53,163
3948,64,203
3949,53,132
3950,48,243
3951,84,128
3952,78,228
3953,85,166
3954,69,192
3955,66,137
3956,73,199
3957,71,162
3958,57,133
3959,64,143
3960,73,129
3961,104,103
3962,70,177
3963,56,199
3964,45,188
3965,62,181
3966,91,188
3967,56,195
3968,70,192
3969,70,150
3970,77,136
3971,79,152
3972,72,87
3973,100,165
3974,67,184
3975,70,162
3976,44,186
3977,63,90
3978,92,139
3979,62,132
3980,62,132
3981,69,190
3982,66,200
3983,87,170
3984,53,171
3985,59,184
3986,70,150
3987,79,202
3988,74,196
3989,86,150
3990,77,171
3991,78,157
3992,71,185
3993,74,210
3994,72,164
3995,62,176
3996,79,218
3997,86,221
3998,97,187
3999,81,151
4000,68,210
4001,71,181
4002,96,152
4003,38,173
4004,80,221
4005,50,203
4006,58,226
4007,81,183
4008,57,159
4009,73,117
4010,68,158
4011,63,168
4012,58,161
4013,77,116
4014,71,158
4015,58,176
4016,63,149
4017,62,151
4018,88,213
4019,84,177
4020,81,174
4021,72,214
4022,57,184
4023,81,190
4024,91,163
4025,78,185
4026,93,145
4027,71,201
4028,60,227
4029,73,189
4030,41,157
4031,87,171
4032,86,163
4033,48,176
4034,62,100
4035,96,127
4036,53,204
4037,65,174
4038,73,113
4039,63,202
4040,58,165
4041,57,242
4042,74,165
4043,76,134
4044,68,121
4045,91,243
4046,76,185
4047,72,159
4048,73,180
4049,72,164
4050,67,163
4051,75,194
4052,80,227
4053,67,146
4054,67,199
4055,91,163
4056,73,154
4057,74,164
4058,66,172
4059,60,195
4060,64,163
4061,59,170
4062,43,154
4063,68,158
4064,47,210
4065,87,134
4066,63,159
4067,64,150
4068,62,184
4069,62,143
4070,72,194
4071,71,142
4072,97,195
4073,86,188
4074,55,173
4075,53,195
4076,37,232
4077,61,146
4078,72,145
4079,58,190
4080,80,192
4081,88,180
4082,45,155
4083,72,161
4084,94,185
4085,69,233
4086,57,161
4087,77,199
4088,87,223
4089,78,183
4090,50,205
4091,62,158
4092,98,142
4093,67,213
4094,51,171
4095,62,181
4096,67,201
4097,65,238
4098,73,189
4099,63,189
4100,63,184
4101,61,165
4102,104,169
4103,74,203
4104,84,165
4105,66,267
4106,59,114
4107,58,178
4108,84,290
4109,46,184
4110,57,196
4111,56,189
4112,77,226
4113,54,186
4114,78,231
4115,50,179
4116,83,159
4117,81,177
4118,85,217
4119,85,131
4120,80,141
4121,76,218
4122,78,121
4123,71,195
4124,80,176
4125,55,162
4126,105,270
4127,52,142
4128,57,199
4129,82,174
4130,67,144
4131,53,149
4132,74,164
4133,64,182
4134,54,226
4135,75,168
4136,79,204
4137,59,159
4138,78,137
4139,66,212
4140,63,137
4141,79,122
4142,54,190
4143,69,215
4144,59,167
4145,84,191
4146,45,208
4147,83,118
4148,75,250
4149,72,152
4150,49,142
4151,57,175
4152,59,140
4153,76,185
4154,56,186
4155,82,168
4156,81,185
4157,79,142
4158,61,174
4159,69,175
4160,94,196
4161,71,182
4162,62,192
4163,92,194
4164,79,168
4165,61,171
4166,81,157
4167,71,144
4168,47,150
4169,61,143
4170,39,231
4171,73,175
4172,102,147
4173,84,207
4174,93,185
4175,61,190
4176,66,161
4177,58,153
4178,57,204
4179,72,215
4180,72,169
4181,50,137
4182,67,136
4183,59,181
4184,69,160
4185,71,128
4186,68,203
4187,66,160
4188,42,142
4189,54,150
4190,72,234
4191,49,202
4192,68,142
4193,78,194
4194,71,170
4195,61,155
4196,91,135
4197,70,196
4198,91,226
4199,94,133
4200,60,173
4201,62,225
4202,75,162
4203,75,146
4204,69,171
4205,77,188
4206,74,217
4207,87,151
4208,110,174
4209,57,201
4210,63,184
4211,112,199
4212,76,171
4213,48,177
4214,84,253
4215,60,82
4216,69,190
4217,66,180
4218,51,170
4219,59,200
4220,70,142
4221,53,151
4222,63,196
4223,77,175
4224,67,170
4225,71,211
4226,92,220
4227,92,106
4228,50,195
4229,93,97
4230,53,189
4231,100,194
4232,66,191
4233,67,169
4234,83,142
4235,82,110
4236,79,158
4237,101,168
4238,78,145
4239,85,210
4240,80,140
4241,51,156
4242,77,90
4243,92,177
4244,78,209
4245,59,158
4246,58,191
4247,60,175
4248,73,143
4249,79,145
4250,86,164
4251,58,151
4252,55,234
4253,70,135
4254,72,206
4255,74,243
4256,58,202
4257,38,178
4258,50,208
4259,66,169
4260,67,169
4261,56,165
4262,63,157
4263,84,191
4264,62,208
4265,65,165
4266,75,171
4267,58,144
4268,81,246
4269,45,157
4270,76,173
4271,55,167
4272,68,137
4273,91,133
4274,56,157
4275,84,159
4276,74,147
4277,74,167
4278,64,152
4279,61,205
4280,71,139
4281,99,205
4282,69,155
4283,62,178
4284,59,182
4285,69,165
4286,58,137
4287,69,163
4288,78,272
4289,80,151
4290,55,259
4291,71,206
4292,64,126
4293,91,145
4294,63,171
4295,93,168
4296,62,220
4297,51,165
4298,47,199
4299,64,92
4300,77,143
4301,73,176
4302,77,253
4303,54,170
4304,80,152
4305,67,170
4306,76,197
4307,74,202
4308,44,99
4309,67,152
4310,86,100
4311,68,176
4312,66,230
4313,67,208
4314,63,157
4315,69,154
4316,70,184
4317,82,142
4318,58,171
4319,73,165
4320,60,110
4321,67,146
4322,48,151
4323,56,190
4324,54,178
4325,68,193
4326,71,179
4327,69,183
4328,71,165
4329,101,185
4330,81,191
4331,84,143
4332,83,148
4333,61,159
4334,65,157
4335,61,215
4336,73,180
4337,68,154
4338,74,214
4339,77,197
4340,78,146
4341,71,163
4342,72,199
4343,66,168
4344,97,189
4345,76,202
4346,64,195
4347,71,174
4348,74,135
4349,73,172
4350,76,154
4351,74,193
4352,78,158
4353,78,186
4354,75,139
4355,38,97
4356,55,118
4357,73,204
4358,53,181
4359,63,237
4360,78,156
4361,74,188
4362,54,134
4363,99,203
4364,71,133
4365,70,113
4366,70,141
4367,83,169
4368,56,195
4369,59,250
4370,87,168
4371,62,172
4372,86,201
4373,55,219
4374,68,218
4375,36,170
4376,88,181
4377,81,122
4378,61,136
4379,53,203
4380,57,184
4381,85,139
4382,93,228
4383,80,186
4384,61,228
4385,63,164
4386,60,186
4387,65,209
4388,62,161
4389,67,153
4390,48,148
4391,53,200
4392,86,181
4393,80,134
4394,50,157
4395,66,151
4396,68,186
4397,72,168
4398,71,222
4399,80,155
4400,98,177
4401,59,227
4402,77,118
4403,65,178
4404,61,185
4405,63,116
4406,69,225
4407,67,130
4408,44,169
4409,70,103
4410,81,263
4411,57,173
4412,78,149
4413,56,175
4414,64,187
4415,57,186
4416,48,153
4417,42,148
4418,61,181
4419,43,151
4420,79,199
4421,74,186
4422,67,198
4423,84,202
4424,65,160
4425,92,185
4426,74,205
4427,97,208
4428,71,199
4429,54,162
4430,65,153
4431,56,161
4432,66,213
4433,81,200
4434,63,211
4435,59,191
4436,61,154
4437,66,219
4438,79,168
4439,65,165
4440,66,182
4441,74,166
4442,78,189
4443,66,196
4444,70,199
4445,85,182
4446,52,173
4447,61,169
4448,54,190
4449,73,181
4450,61,157
4451,80,129
4452,71,216
4453,80,185
4454,65,117
4455,80,152
4456,46,144
4457,69,135
4458,48,212
4459,67,137
4460,75,162
4461,59,159
4462,72,169
4463,47,144
4464,69,178
4465,92,173
4466,61,146
4467,74,160
4468,59,108
4469,72,167
4470,68,149
4471,65,147
4472,86,183
4473,60,165
4474,79,178
4475,73,148
4476,55,226
4477,72,168
4478,57,222
4479,57,157
4480,49,112
4481,57,132
4482,91,203
4483,70,129
4484,74,182
4485,48,190
4486,81,79
4487,75,227
4488,79,127
4489,75,157
4490,72,71
4491,48,179
4492,88,172
4493,46,166
4494,49,241
4495,61,252
4496,76,149
4497,73,174
4498,43,151
4499,61,233
4500,62,175
4501,85,145
4502,61,188
4503,58,162
4504,72,184
4505,89,124
4506,55,169
4507,60,179
4508,74,170
4509,51,161
4510,73,155
4511,62,206
4512,44,223
4513,69,76
4514,49,167
4515,74,163
4516,70,171
4517,84,194
4518,59,194
4519,63,214
4520,55,216
4521,69,153
4522,68,147
4523,60,146
4524,90,158
4525,60,168
4526,62,210
4527,80,193
4528,71,153
4529,62,92
4530,69,143
4531,85,221
4532,48,160
4533,63,179
4534,57,172
4535,60,224
4536,68,197
4537,81,160
4538,79,192
4539,69,186
4540,66,204
4541,82,130
4542,80,217
4543,46,168
4544,75,142
4545,87,127
4546,85,157
4547,70,144
4548,58,244
4549,64,193
4550,63,145
4551,62,170
4552,74,151
4553,80,188
4554,64,177
4555,61,186
4556,67,182
4557,75,197
4558,80,143
4559,67,140
4560,64,149
4561,94,163
4562,101,206
4563,50,202
4564,81,197
4565,80,181
4566,82,145
4567,69,83
4568,90,182
4569,103,176
4570,53,238
4571,62,148
4572,52,170
4573,77,150
4574,98,198
4575,69,212
4576,53,163
4577,73,186
4578,55,206
4579,69,268
4580,68,207
4581,94,159
4582,76,190
4583,73,169
4584,60,204
4585,80,194
4586,49,165
4587,53,130
4588,72,154
4589,64,165
4590,63,199
4591,89,119
4592,69,203
4593,63,230
4594,61,132
4595,86,212
4596,56,140
4597,79,163
4598,65,190
4599,63,146
4600,88,128
4601,56,133
4602,79,175
4603,59,114
4604,78,173
4605,70,185
4606,67,191
4607,80,215
4608,66,148
4609,70,198
4610,96,174
4611,66,164
4612,81,164
4613,71,205
4614,76,148
4615,57,218
4616,92,146
4617,77,249
4618,94,152
4619,85,194
4620,80,167
4621,69,109
4622,76,119
4623,73,203
4624,48,251
4625,61,236
4626,56,156
4627,71,159
4628,89,169
4629,74,183
4630,69,131
4631,89,158
4632,62,182
4633,63,192
4634,87,162
4635,68,210
4636,73,198
4637,91,160
4638,73,169
4639,54,239
4640,78,191
4641,70,121
4642,85,149
4643,45,150
4644,87,155
4645,77,163
4646,70,215
4647,71,156
4648,78,180
4649,65,123
4650,86,196
4651,58,183
4652,75,215
4653,56,219
4654,88,234
4655,77,199
4656,65,181
4657,81,195
4658,73,195
4659,83,173
4660,76,186
4661,60,177
4662,79,153
4663,69,199
4664,61,122
4665,73,189
4666,52,202
4667,52,159
4668,75,189
4669,60,163
4670,62,187
4671,88,175
4672,64,154
4673,51,185
4674,98,188
4675,75,147
4676,80,135
4677,76,160
4678,84,194
4679,80,173
4680,87,115
4681,65,208
4682,101,174
4683,74,157
4684,89,173
4685,49,128
4686,74,139
4687,69,190
4688,75,156
4689,65,185
4690,93,175
4691,61,275
4692,68,113
4693,56,177
4694,69,171
4695,81,198
4696,90,194
4697,71,138
4698,64,176
4699,55,199
4700,66,269
4701,65,151
4702,69,131
4703,44,177
4704,88,186
4705,89,142
4706,88,215
4707,45,215
4708,42,134
4709,89,178
4710,70,142
4711,120,144
4712,52,176
4713,90,199
4714,54,201
4715,86,246
4716,62,230
4717,82,175
4718,71,155
4719,69,122
4720,82,141
4721,67,229
4722,53,168
4723,72,164
4724,63,198
4725,67,169
4726,76,135
4727,69,125
4728,78,150
4729,72,185
4730,69,194
4731,71,221
4732,68,159
4733,80,243
4734,49,176
4735,82,185
4736,54,152
4737,74,171
4738,77,170
4739,63,132
4740,83,168
4741,77,108
4742,52,228
4743,41,171
4744,66,201
4745,76,163
4746,37,246
4747,61,130
4748,66,187
4749,72,212
4750,59,186
4751,74,169
4752,74,199
4753,52,232
4754,75,194
4755,62,168
4756,109,230
4757,53,192
4758,66,107
4759,76,181
4760,79,146
4761,92,145
4762,65,183
4763,74,225
4764,77,193
4765,64,199
4766,64,172
4767,59,219
4768,74,218
4769,87,150
4770,77,153
4771,52,207
4772,80,152
4773,77,145
4774,59,204
4775,72,218
4776,80,148
4777,86,164
4778,70,118
4779,61,137
4780,80,175
4781,72,211
4782,86,164
4783,59,183
4784,61,181
4785,75,177
4786,78,193
4787,68,215
4788,77,183
4789,59,226
4790,65,184
4791,69,206
4792,56,227
4793,70,202
4794,64,189
4795,103,202
4796,101,225
4797,60,231
4798,43,194
4799,65,188
4800,57,165
4801,66,206
4802,78,189
4803,76,192
4804,79,201
4805,62,182
4806,48,136
4807,75,168
4808,72,191
4809,44,178
4810,54,197
4811,62,216
4812,66,209
4813,60,213
4814,82,195
4815,98,171
4816,62,176
4817,81,189
4818,96,175
4819,74,220
4820,72,257
4821,36,153
4822,51,232
4823,59,148
4824,58,153
4825,68,138
4826,92,136
4827,58,159
4828,64,187
4829,83,166
4830,75,155
4831,89,167
4832,91,235
4833,65,167
4834,67,162
4835,84,176
4836,63,154
4837,73,202
4838,71,195
4839,65,194
4840,64,199
4841,51,229
4842,69,124
4843,72,247
4844,69,204
4845,49,174
4846,85,122
4847,91,185
4848,70,184
4849,79,202
4850,80,171
4851,75,133
4852,85,158
4853,54,197
4854,66,205
4855,43,164
4856,60,175
4857,73,148
4858,70,158
4859,76,220
4860,84,169
4861,87,207
4862,61,152
4863,89,157
4864,57,162
4865,78,218
4866,57,155
4867,44,190
4868,71,158
4869,71,142
4870,54,249
4871,73,206
4872,65,196
4873,68,266
4874,66,173
4875,86,186
4876,60,160
4877,58,123
4878,53,174
4879,47,198
4880,86,180
4881,70,196
4882,61,141
4883,57,163
4884,68,159
4885,67,155
4886,78,158
4887,66,130
4888,94,178
4889,78,146
4890,30,178
4891,75,187
4892,68,207
4893,52,203
4894,58,153
4895,71,162
4896,89,167
4897,57,224
4898,69,168
4899,69,179
4900,49,174
4901,55,145
4902,70,186
4903,67,173
4904,81,220
4905,69,186
4906,47,148
4907,66,180
4908,57,233
4909,82,142
4910,77,165
4911,89,157
4912,45,212
4913,74,209
4914,47,175
4915,76,205
4916,96,129
4917,63,190
4918,66,171
4919,73,236
4920,43,146
4921,81,183
4922,64,182
4923,63,160
4924,81,172
4925,70,172
4926,87,188
4927,69,179
4928,53,176
4929,74,158
4930,73,197
4931,82,164
4932,77,219
4933,75,178
4934,67,145
4935,84,222
4936,72,205
4937,82,191
4938,81,165
4939,73,116
4940,65,180
4941,82,222
4942,65,161
4943,80,152
4944,53,192
4945,75,233
4946,75,202
4947,63,160
4948,113,211
4949,42,178
4950,62,170
4951,69,187
4952,57,221
4953,76,219
4954,82,152
4955,64,152
4956,44,161
4957,82,148
4958,89,184
4959,84,128
4960,85,148
4961,78,144
4962,63,181
4963,74,207
4964,52,127
4965,73,174
4966,88,138
4967,77,167
4968,55,266
4969,92,192
4970,77,136
4971,101,179
4972,72,161
4973,51,185
4974,100,148
4975,79,197
4976,35,158
4977,78,136
4978,70,199
4979,44,144
4980,83,144
4981,82,180
4982,71,258
4983,68,154
4984,73,187
4985,76,171
4986,94,224
4987,76,168
4988,68,156
4989,94,217
4990,54,200
4991,64,239
4992,69,169
4993,71,150
4994,89,152
