"id","weight","height","gender"
3313,74,225,"Female"
3314,50,110,"Male"
3315,68,187,"Female"
3316,81,214,"Female"
3317,62,168,"Male"
3318,70,230,"Female"
3319,54,199,"Female"
3320,53,157,"Female"
3321,100,191,"Female"
3322,61,207,"Female"
3323,74,228,"Male"
3324,72,177,"Female"
3325,59,194,"Female"
3326,76,172,"Female"
3327,95,252,"Female"
3328,72,173,"Male"
3329,72,174,"Female"
3330,83,132,"Male"
3331,77,212,"Female"
3332,75,175,"Male"
3333,47,245,"Female"
3334,64,208,"Male"
3335,67,146,"Female"
3336,78,162,"Male"
3337,58,150,"Female"
3338,62,142,"Male"
3339,53,122,"Female"
3340,77,204,"Male"
3341,85,177,"Female"
3342,74,123,"Female"
3343,76,212,"Female"
3344,82,157,"Male"
3345,73,205,"Female"
3346,94,152,"Male"
3347,73,197,"Male"
3348,63,205,"Female"
3349,86,165,"Male"
3350,87,210,"Male"
3351,82,174,"Female"
3352,104,177,"Female"
3353,86,197,"Female"
3354,92,164,"Male"
3355,83,166,"Female"
3356,82,214,"Male"
3357,58,149,"Female"
3358,43,191,"Female"
3359,65,137,"Male"
3360,89,201,"Female"
3361,64,189,"Male"
3362,63,133,"Male"
3363,66,198,"Male"
3364,86,133,"Male"
3365,83,148,"Female"
3366,52,137,"Female"
3367,66,191,"Female"
3368,80,146,"Male"
3369,96,163,"Male"
3370,70,138,"Male"
3371,62,191,"Male"
3372,45,204,"Male"
3373,69,144,"Female"
3374,42,193,"Female"
3375,54,206,"Female"
3376,99,207,"Male"
3377,80,203,"Female"
3378,59,204,"Male"
3379,38,213,"Female"
3380,72,164,"Female"
3381,83,138,"Female"
3382,82,200,"Female"
3383,67,255,"Female"
3384,48,147,"Male"
3385,70,239,"Female"
3386,63,205,"Male"
3387,61,183,"Female"
3388,61,151,"Female"
3389,57,213,"Female"
3390,80,261,"Male"
3391,56,139,"Male"
3392,79,182,"Male"
3393,48,147,"Male"
3394,82,199,"Male"
3395,75,183,"Male"
3396,72,139,"Female"
3397,65,185,"Female"
3398,57,198,"Female"
3399,72,146,"Male"
3400,62,152,"Female"
3401,86,110,"Female"
3402,42,231,"Male"
3403,79,126,"Male"
3404,58,127,"Female"
3405,69,242,"Female"
3406,58,156,"Male"
3407,52,234,"Female"
3408,43,127,"Female"
3409,62,141,"Female"
3410,84,227,"Male"
3411,82,192,"Female"
3412,79,176,"Female"
3413,61,210,"Female"
3414,65,109,"Female"
3415,76,244,"Female"
3416,65,166,"Female"
3417,81,132,"Female"
3418,72,175,"Male"
3419,52,151,"Male"
3420,93,212,"Female"
3421,76,132,"Male"
3422,79,148,"Male"
3423,62,154,"Female"
3424,68,166,"Male"
3425,69,202,"Male"
3426,85,175,"Male"
3427,85,120,"Female"
3428,79,155,"Male"
3429,89,143,"Male"
3430,65,162,"Male"
3431,74,126,"Male"
3432,60,171,"Male"
3433,70,131,"Female"
3434,89,195,"Female"
3435,56,197,"Female"
3436,69,245,"Male"
3437,75,144,"Female"
3438,101,177,"Female"
3439,89,198,"Female"
3440,51,184,"Male"
3441,53,196,"Female"
3442,53,165,"Female"
3443,99,159,"Female"
3444,57,206,"Male"
3445,71,175,"Male"
3446,54,105,"Male"
3447,38,206,"Female"
3448,73,157,"Female"
3449,78,163,"Female"
3450,68,145,"Male"
3451,84,188,"Male"
3452,63,179,"Female"
3453,84,211,"Male"
3454,56,118,"Female"
3455,77,219,"Male"
3456,57,155,"Male"
3457,64,201,"Male"
3458,76,183,"Male"
3459,71,173,"Female"
3460,65,148,"Male"
3461,97,132,"Female"
3462,75,172,"Male"
3463,73,167,"Female"
3464,99,134,"Female"
3465,52,128,"Male"
3466,74,206,"Female"
3467,76,170,"Female"
3468,85,210,"Female"
3469,65,145,"Male"
3470,59,172,"Male"
3471,68,238,"Female"
3472,58,181,"Male"
3473,57,115,"Female"
3474,60,195,"Female"
3475,67,153,"Male"
3476,73,251,"Female"
3477,56,116,"Male"
3478,77,175,"Male"
3479,82,167,"Female"
3480,79,170,"Female"
3481,90,128,"Male"
3482,69,210,"Male"
3483,43,210,"Male"
3484,86,151,"Female"
3485,66,209,"Male"
3486,76,127,"Male"
3487,80,182,"Male"
3488,84,235,"Male"
3489,80,131,"Female"
3490,71,135,"Male"
3491,92,171,"Female"
3492,66,146,"Female"
3493,60,209,"Female"
3494,73,206,"Female"
3495,67,169,"Female"
3496,78,222,"Male"
3497,72,161,"Female"
3498,75,204,"Male"
3499,69,166,"Male"
3500,71,164,"Female"
3501,53,90,"Male"
3502,75,138,"Male"
3503,83,178,"Male"
3504,60,148,"Male"
3505,84,151,"Male"
3506,74,210,"Female"
3507,82,167,"Female"
3508,74,197,"Female"
3509,64,202,"Female"
3510,79,191,"Male"
3511,102,150,"Female"
3512,68,129,"Female"
3513,66,213,"Female"
3514,70,155,"Male"
3515,92,177,"Male"
3516,73,237,"Female"
3517,59,155,"Male"
3518,63,173,"Female"
3519,54,141,"Female"
3520,86,163,"Female"
3521,82,192,"Male"
3522,65,185,"Male"
3523,72,212,"Male"
3524,81,129,"Male"
3525,87,134,"Male"
3526,57,126,"Male"
3527,74,232,"Male"
3528,50,138,"Male"
3529,59,204,"Female"
3530,75,170,"Male"
3531,64,202,"Male"
3532,64,146,"Female"
3533,82,204,"Female"
3534,91,106,"Male"
3535,80,193,"Male"
3536,74,196,"Female"
3537,59,159,"Male"
3538,84,163,"Female"
3539,57,132,"Male"
3540,92,211,"Female"
3541,79,151,"Female"
3542,57,190,"Female"
3543,73,192,"Male"
3544,72,182,"Female"
3545,85,169,"Female"
3546,93,144,"Female"
3547,59,221,"Female"
3548,58,206,"Male"
3549,31,179,"Female"
3550,45,208,"Female"
3551,52,190,"Male"
3552,56,220,"Female"
3553,85,153,"Male"
3554,66,182,"Female"
3555,57,162,"Female"
3556,81,197,"Male"
3557,83,172,"Female"
3558,43,180,"Female"
3559,67,188,"Female"
3560,42,188,"Female"
3561,68,159,"Male"
3562,61,164,"Male"
3563,73,147,"Female"
3564,76,215,"Male"
3565,63,166,"Female"
3566,81,188,"Female"
3567,66,152,"Female"
3568,61,162,"Male"
3569,81,125,"Male"
3570,75,151,"Female"
3571,61,165,"Female"
3572,78,142,"Female"
3573,80,173,"Male"
3574,38,150,"Female"
3575,87,153,"Female"
3576,82,206,"Male"
3577,54,156,"Female"
3578,78,203,"Female"
3579,79,192,"Female"
3580,89,235,"Female"
3581,75,206,"Female"
3582,83,182,"Female"
3583,58,189,"Female"
3584,79,132,"Male"
3585,67,181,"Male"
3586,98,211,"Female"
3587,72,212,"Male"
3588,78,171,"Female"
3589,85,155,"Female"
3590,76,139,"Male"
3591,87,165,"Female"
3592,94,178,"Male"
3593,71,176,"Male"
3594,49,167,"Female"
3595,76,158,"Male"
3596,60,170,"Male"
3597,81,225,"Male"
3598,68,187,"Female"
3599,63,203,"Female"
3600,89,151,"Female"
3601,93,199,"Female"
3602,41,141,"Female"
3603,58,153,"Female"
3604,74,194,"Male"
3605,69,153,"Female"
3606,88,112,"Female"
3607,69,221,"Female"
3608,71,149,"Male"
3609,92,194,"Male"
3610,83,165,"Female"
3611,79,181,"Male"
3612,74,191,"Female"
3613,90,157,"Male"
3614,76,214,"Male"
3615,68,152,"Male"
3616,90,212,"Female"
3617,76,214,"Male"
3618,66,143,"Female"
3619,79,166,"Male"
3620,76,199,"Female"
3621,74,177,"Female"
3622,54,132,"Male"
3623,81,197,"Female"
3624,43,184,"Female"
3625,65,172,"Male"
3626,50,107,"Female"
3627,89,163,"Male"
3628,49,190,"Female"
3629,75,188,"Female"
3630,55,240,"Female"
3631,60,163,"Female"
3632,82,90,"Male"
3633,99,112,"Female"
3634,68,201,"Male"
3635,71,148,"Female"
3636,81,160,"Male"
3637,73,193,"Male"
3638,79,177,"Female"
3639,55,153,"Male"
3640,61,155,"Male"
3641,73,205,"Male"
3642,74,149,"Female"
3643,85,147,"Female"
3644,60,255,"Male"
3645,64,137,"Female"
3646,76,193,"Male"
3647,48,192,"Male"
3648,68,175,"Male"
3649,56,190,"Female"
3650,74,226,"Female"
3651,77,183,"Male"
3652,77,220,"Female"
3653,75,232,"Male"
3654,65,189,"Male"
3655,94,178,"Female"
3656,76,229,"Male"
3657,76,190,"Male"
3658,88,124,"Male"
3659,63,205,"Male"
3660,62,151,"Female"
3661,78,184,"Male"
3662,46,135,"Female"
3663,58,159,"Male"
3664,55,209,"Male"
3665,56,237,"Female"
3666,72,179,"Female"
3667,53,198,"Male"
3668,56,178,"Male"
3669,74,156,"Female"
3670,45,155,"Female"
3671,77,136,"Female"
3672,77,180,"Female"
3673,69,174,"Female"
3674,49,141,"Female"
3675,72,142,"Male"
3676,86,179,"Male"
3677,78,144,"Female"
3678,76,194,"Female"
3679,58,186,"Male"
3680,67,161,"Male"
3681,66,160,"Female"
3682,74,223,"Female"
3683,64,217,"Female"
3684,69,169,"Female"
3685,54,173,"Female"
3686,53,131,"Female"
3687,54,160,"Female"
3688,89,205,"Male"
3689,76,213,"Male"
3690,66,222,"Male"
3691,90,136,"Female"
3692,59,169,"Male"
3693,63,189,"Female"
3694,79,145,"Male"
3695,73,182,"Female"
3696,76,131,"Male"
3697,71,123,"Male"
3698,69,167,"Female"
3699,69,155,"Female"
3700,63,225,"Male"
3701,51,150,"Male"
3702,74,129,"Female"
3703,46,152,"Female"
3704,88,154,"Female"
3705,59,152,"Female"
3706,42,177,"Male"
3707,66,205,"Female"
3708,71,199,"Female"
3709,65,129,"Male"
3710,62,208,"Female"
3711,67,117,"Male"
3712,73,157,"Female"
3713,46,192,"Female"
3714,74,126,"Male"
3715,68,192,"Female"
3716,62,174,"Male"
3717,90,197,"Female"
3718,87,143,"Female"
3719,86,133,"Female"
3720,79,225,"Female"
3721,84,140,"Female"
3722,81,185,"Male"
3723,71,170,"Male"
3724,76,190,"Female"
3725,73,152,"Female"
3726,53,129,"Male"
3727,74,160,"Male"
3728,52,151,"Female"
3729,58,154,"Male"
3730,100,168,"Female"
3731,77,181,"Female"
3732,71,173,"Male"
3733,60,237,"Female"
3734,69,193,"Female"
3735,72,119,"Male"
3736,83,155,"Female"
3737,83,197,"Female"
3738,71,143,"Male"
3739,61,141,"Female"
3740,85,113,"Male"
3741,74,203,"Male"
3742,79,163,"Male"
3743,90,195,"Male"
3744,71,149,"Female"
3745,72,169,"Male"
3746,70,118,"Male"
3747,52,201,"Male"
3748,77,206,"Male"
3749,79,195,"Female"
3750,51,157,"Female"
3751,96,169,"Female"
3752,68,232,"Male"
3753,81,208,"Male"
3754,59,177,"Female"
3755,82,151,"Male"
3756,49,114,"Male"
3757,63,196,"Male"
3758,62,206,"Male"
3759,81,166,"Female"
3760,77,151,"Female"
3761,61,217,"Female"
3762,45,177,"Male"
3763,81,195,"Male"
3764,79,248,"Male"
3765,76,181,"Female"
3766,58,153,"Female"
3767,55,190,"Female"
3768,63,151,"Male"
3769,40,147,"Female"
3770,75,190,"Male"
3771,68,165,"Female"
3772,66,246,"Female"
3773,40,221,"Female"
3774,93,160,"Female"
3775,62,152,"Female"
3776,79,150,"Male"
3777,49,172,"Female"
3778,65,113,"Male"
3779,42,108,"Female"
3780,74,190,"Female"
3781,55,206,"Female"
3782,89,152,"Male"
3783,74,151,"Male"
3784,77,140,"Male"
3785,56,174,"Male"
3786,78,149,"Female"
3787,90,203,"Female"
3788,79,191,"Male"
3789,67,90,"Male"
3790,79,213,"Female"
3791,94,140,"Female"
3792,78,199,"Female"
3793,88,158,"Female"
3794,61,171,"Male"
3795,79,181,"Female"
3796,86,185,"Male"
3797,54,114,"Male"
3798,56,184,"Male"
3799,55,137,"Female"
3800,83,149,"Male"
3801,76,154,"Female"
3802,74,218,"Male"
3803,66,151,"Male"
3804,53,188,"Female"
3805,70,183,"Male"
3806,51,167,"Male"
3807,72,118,"Male"
3808,57,195,"Male"
3809,97,187,"Male"
3810,87,217,"Male"
3811,71,155,"Male"
3812,86,199,"Female"
3813,61,148,"Female"
3814,82,202,"Male"
3815,77,152,"Male"
3816,42,268,"Male"
3817,47,168,"Male"
3818,53,122,"Male"
3819,42,168,"Female"
3820,64,209,"Female"
3821,52,201,"Male"
3822,73,164,"Male"
3823,82,218,"Male"
3824,91,202,"Female"
3825,58,196,"Male"
3826,77,134,"Female"
3827,92,237,"Female"
3828,66,128,"Male"
3829,58,148,"Male"
3830,62,189,"Female"
3831,72,146,"Male"
3832,58,153,"Female"
3833,69,170,"Male"
3834,54,186,"Female"
3835,51,163,"Male"
3836,47,182,"Female"
3837,65,163,"Male"
3838,70,205,"Female"
3839,81,190,"Female"
3840,53,160,"Female"
3841,72,124,"Female"
3842,39,230,"Male"
3843,60,200,"Female"
3844,53,198,"Female"
3845,49,181,"Female"
3846,55,204,"Female"
3847,98,223,"Male"
3848,71,171,"Male"
3849,57,175,"Female"
3850,63,191,"Female"
3851,67,220,"Male"
3852,83,122,"Female"
3853,90,198,"Male"
3854,66,245,"Female"
3855,66,203,"Female"
3856,80,247,"Male"
3857,103,150,"Female"
3858,69,174,"Male"
3859,76,192,"Female"
3860,79,208,"Female"
3861,67,121,"Female"
3862,43,223,"Female"
3863,78,198,"Female"
3864,64,152,"Female"
3865,65,149,"Male"
3866,68,208,"Female"
3867,56,112,"Female"
3868,68,172,"Female"
3869,84,124,"Male"
3870,61,156,"Female"
3871,60,164,"Male"
3872,99,177,"Female"
3873,77,129,"Male"
3874,90,141,"Female"
3875,70,147,"Female"
3876,66,176,"Female"
3877,66,183,"Male"
3878,71,194,"Male"
3879,47,185,"Female"
3880,78,162,"Female"
3881,72,161,"Female"
3882,94,217,"Male"
3883,61,150,"Female"
3884,40,112,"Female"
3885,70,180,"Female"
3886,61,165,"Female"
3887,90,193,"Male"
3888,68,154,"Male"
3889,66,228,"Female"
3890,66,177,"Male"
3891,74,146,"Male"
3892,86,161,"Male"
3893,81,201,"Male"
3894,47,175,"Female"
3895,81,136,"Female"
3896,54,206,"Male"
3897,68,155,"Female"
3898,38,143,"Female"
3899,61,180,"Male"
3900,81,261,"Female"
3901,67,243,"Female"
3902,49,103,"Female"
3903,61,189,"Female"
3904,53,192,"Female"
3905,70,143,"Male"
3906,68,191,"Male"
3907,75,198,"Male"
3908,73,158,"Male"
3909,75,202,"Female"
3910,48,170,"Male"
3911,55,176,"Female"
3912,58,221,"Male"
3913,66,161,"Female"
3914,64,164,"Female"
3915,85,170,"Male"
3916,66,222,"Male"
3917,56,183,"Male"
3918,56,171,"Female"
3919,67,198,"Female"
3920,62,180,"Female"
3921,64,196,"Female"
3922,90,204,"Male"
3923,74,153,"Female"
3924,69,258,"Female"
3925,69,155,"Male"
3926,70,159,"Male"
3927,56,160,"Female"
3928,48,128,"Male"
3929,70,189,"Male"
3930,71,135,"Female"
3931,60,210,"Female"
3932,66,135,"Male"
3933,60,193,"Male"
3934,74,191,"Male"
3935,56,168,"Male"
3936,64,177,"Female"
3937,55,167,"Female"
3938,62,122,"Female"
3939,79,123,"Female"
3940,97,176,"Female"
3941,80,180,"Male"
3942,73,145,"Male"
3943,63,168,"Female"
3944,76,185,"Male"
3945,75,173,"Female"
3946,72,109,"Male"
3947,99,209,"Male"
3948,66,169,"Female"
3949,69,173,"Male"
3950,77,174,"Female"
3951,48,215,"Female"
3952,91,173,"Male"
3953,43,113,"Female"
3954,64,189,"Female"
3955,78,129,"Female"
3956,71,244,"Male"
3957,76,185,"Female"
3958,78,140,"Female"
3959,76,148,"Male"
3960,82,231,"Male"
3961,82,195,"Male"
3962,53,198,"Male"
3963,95,99,"Female"
3964,85,199,"Male"
3965,63,188,"Male"
3966,69,157,"Female"
3967,89,155,"Female"
3968,71,202,"Female"
3969,55,161,"Male"
3970,87,203,"Male"
3971,70,99,"Male"
3972,82,179,"Female"
3973,74,160,"Male"
3974,76,78,"Female"
3975,59,212,"Male"
3976,65,120,"Female"
3977,66,108,"Male"
3978,67,150,"Female"
3979,67,67,"Female"
3980,80,227,"Female"
3981,67,206,"Male"
3982,55,136,"Female"
3983,86,172,"Female"
3984,77,142,"Female"
3985,59,155,"Male"
3986,74,140,"Male"
3987,63,148,"Female"
3988,59,134,"Female"
3989,61,250,"Female"
3990,65,213,"Female"
3991,72,235,"Female"
3992,63,169,"Female"
3993,79,180,"Female"
3994,78,205,"Female"
3995,38,124,"Female"
3996,66,113,"Male"
3997,89,111,"Male"
3998,64,151,"Female"
3999,91,190,"Female"
4000,48,152,"Male"
4001,61,154,"Female"
4002,52,154,"Male"
4003,67,250,"Male"
4004,65,195,"Female"
4005,73,123,"Male"
4006,58,203,"Female"
4007,63,142,"Female"
4008,86,171,"Female"
4009,54,202,"Male"
4010,94,170,"Female"
4011,66,183,"Male"
4012,60,198,"Male"
4013,65,152,"Male"
4014,79,130,"Male"
4015,74,134,"Female"
4016,60,174,"Female"
4017,90,182,"Male"
4018,104,180,"Female"
4019,90,203,"Female"
4020,108,144,"Male"
4021,49,209,"Male"
4022,75,163,"Female"
4023,44,149,"Female"
4024,68,190,"Male"
4025,70,204,"Female"
4026,41,146,"Female"
4027,91,199,"Male"
4028,89,153,"Female"
4029,83,235,"Female"
4030,75,179,"Male"
4031,64,156,"Female"
4032,64,139,"Male"
4033,76,176,"Female"
4034,71,164,"Male"
4035,102,149,"Female"
4036,76,188,"Female"
4037,50,176,"Female"
4038,100,166,"Male"
4039,62,238,"Male"
4040,79,198,"Male"
4041,67,225,"Female"
4042,64,132,"Female"
4043,59,182,"Female"
4044,81,147,"Male"
4045,81,199,"Female"
4046,72,184,"Male"
4047,42,214,"Male"
4048,72,153,"Female"
4049,79,164,"Female"
4050,53,196,"Female"
4051,88,181,"Female"
4052,90,186,"Male"
4053,80,181,"Female"
4054,60,196,"Male"
4055,57,226,"Male"
4056,74,203,"Male"
4057,85,191,"Male"
4058,77,194,"Female"
4059,77,175,"Female"
4060,79,141,"Male"
4061,51,146,"Female"
4062,63,190,"Male"
4063,72,152,"Female"
4064,53,152,"Female"
4065,86,154,"Female"
4066,104,142,"Female"
4067,69,190,"Female"
4068,90,168,"Male"
4069,80,131,"Male"
4070,45,197,"Male"
4071,56,211,"Female"
4072,79,233,"Male"
4073,62,156,"Female"
4074,78,176,"Female"
4075,70,157,"Female"
4076,58,203,"Male"
4077,79,166,"Female"
4078,57,147,"Female"
4079,69,182,"Female"
4080,77,131,"Female"
4081,80,193,"Male"
4082,56,169,"Female"
4083,78,187,"Male"
4084,72,160,"Female"
4085,78,149,"Male"
4086,58,144,"Male"
4087,62,176,"Male"
4088,52,146,"Female"
4089,70,230,"Male"
4090,50,204,"Male"
4091,47,243,"Male"
4092,77,203,"Male"
4093,73,187,"Female"
4094,65,163,"Female"
4095,67,178,"Female"
4096,41,151,"Female"
4097,54,166,"Female"
4098,66,192,"Male"
4099,38,101,"Female"
4100,91,191,"Male"
4101,72,98,"Male"
4102,83,150,"Male"
4103,67,149,"Female"
4104,60,183,"Male"
4105,87,191,"Female"
4106,77,241,"Male"
4107,75,182,"Male"
4108,75,180,"Male"
4109,82,145,"Female"
4110,57,118,"Female"
4111,61,209,"Female"
4112,73,114,"Male"
4113,91,174,"Male"
4114,67,169,"Female"
4115,68,151,"Female"
4116,83,190,"Male"
4117,81,224,"Female"
4118,77,184,"Male"
4119,76,136,"Female"
4120,64,186,"Male"
4121,67,99,"Male"
4122,67,220,"Female"
4123,89,213,"Female"
4124,66,171,"Female"
4125,73,129,"Male"
4126,74,218,"Male"
4127,44,170,"Female"
4128,57,170,"Female"
4129,68,172,"Female"
4130,68,190,"Male"
4131,70,174,"Female"
4132,83,135,"Male"
4133,74,114,"Female"
4134,96,177,"Female"
4135,71,155,"Female"
4136,71,223,"Male"
4137,82,154,"Female"
4138,70,175,"Male"
4139,61,206,"Female"
4140,48,144,"Female"
4141,78,145,"Female"
4142,83,214,"Female"
4143,62,229,"Female"
4144,73,185,"Female"
4145,72,201,"Female"
4146,65,213,"Female"
4147,75,200,"Female"
4148,65,195,"Female"
4149,51,200,"Female"
4150,73,164,"Female"
4151,59,200,"Female"
4152,65,212,"Male"
4153,64,73,"Male"
4154,78,191,"Female"
4155,75,155,"Male"
4156,70,155,"Male"
4157,69,182,"Male"
4158,78,165,"Male"
4159,38,158,"Female"
4160,87,205,"Female"
4161,74,210,"Male"
4162,73,188,"Female"
4163,46,213,"Male"
4164,59,194,"Female"
4165,45,124,"Female"
4166,63,186,"Female"
4167,64,222,"Male"
4168,50,144,"Male"
4169,75,172,"Male"
4170,71,142,"Female"
4171,38,118,"Male"
4172,70,135,"Male"
4173,44,152,"Female"
4174,69,191,"Male"
4175,52,193,"Female"
4176,64,242,"Female"
4177,67,161,"Female"
4178,86,194,"Female"
4179,59,179,"Male"
4180,72,215,"Female"
4181,72,224,"Male"
4182,89,167,"Female"
4183,74,150,"Male"
4184,55,142,"Female"
4185,55,217,"Female"
4186,54,226,"Male"
4187,67,155,"Male"
4188,64,206,"Male"
4189,67,159,"Male"
4190,101,210,"Female"
4191,79,164,"Male"
4192,58,173,"Female"
4193,49,206,"Male"
4194,43,127,"Male"
4195,49,207,"Female"
4196,67,197,"Male"
4197,49,194,"Female"
4198,47,128,"Female"
4199,89,184,"Male"
4200,36,211,"Male"
4201,81,138,"Male"
4202,82,202,"Male"
4203,70,167,"Male"
4204,47,142,"Female"
4205,64,148,"Female"
4206,85,167,"Male"
4207,58,175,"Male"
4208,69,164,"Male"
4209,61,177,"Male"
4210,49,165,"Male"
4211,48,183,"Male"
4212,78,124,"Male"
4213,63,156,"Female"
4214,106,193,"Female"
4215,59,99,"Female"
4216,87,120,"Female"
4217,62,220,"Male"
4218,59,189,"Female"
4219,68,180,"Female"
4220,79,180,"Male"
4221,86,161,"Female"
4222,75,227,"Male"
4223,72,173,"Male"
4224,82,137,"Male"
4225,69,161,"Female"
4226,84,158,"Male"
4227,63,185,"Female"
4228,79,103,"Female"
4229,48,190,"Male"
4230,73,212,"Male"
4231,82,192,"Female"
4232,75,109,"Female"
4233,40,191,"Male"
4234,65,192,"Male"
4235,67,164,"Male"
4236,53,169,"Female"
4237,45,166,"Male"
4238,37,288,"Female"
4239,57,151,"Female"
4240,74,204,"Female"
4241,75,195,"Female"
4242,48,182,"Male"
4243,78,194,"Female"
4244,80,209,"Male"
4245,93,144,"Male"
4246,87,190,"Female"
4247,58,213,"Female"
4248,64,145,"Male"
4249,62,106,"Male"
4250,60,178,"Female"
4251,47,174,"Male"
4252,73,179,"Female"
4253,59,193,"Male"
4254,58,199,"Female"
4255,85,220,"Male"
4256,70,158,"Female"
4257,92,232,"Female"
4258,90,173,"Male"
4259,82,204,"Male"
4260,49,193,"Female"
4261,86,134,"Female"
4262,66,227,"Male"
4263,85,224,"Male"
4264,75,197,"Male"
4265,78,134,"Male"
4266,59,160,"Male"
4267,63,180,"Male"
4268,80,118,"Female"
4269,62,222,"Male"
4270,83,186,"Female"
4271,95,178,"Female"
4272,55,113,"Male"
4273,85,225,"Male"
4274,96,175,"Male"
4275,71,212,"Male"
4276,60,196,"Male"
4277,83,219,"Female"
4278,55,141,"Female"
4279,72,151,"Male"
4280,63,131,"Female"
4281,67,200,"Male"
4282,72,145,"Male"
4283,82,148,"Male"
4284,60,210,"Male"
4285,71,157,"Female"
4286,74,165,"Male"
4287,90,224,"Male"
4288,82,239,"Male"
4289,78,194,"Female"
4290,74,113,"Male"
4291,73,177,"Female"
4292,75,234,"Male"
4293,75,173,"Male"
4294,75,214,"Male"
4295,63,191,"Female"
4296,64,241,"Male"
4297,70,225,"Female"
4298,34,200,"Male"
4299,67,176,"Male"
4300,79,172,"Female"
4301,52,226,"Female"
4302,46,177,"Female"
4303,71,181,"Female"
4304,66,209,"Male"
4305,43,127,"Male"
4306,63,164,"Male"
4307,46,172,"Male"
4308,81,167,"Female"
4309,92,201,"Female"
4310,65,171,"Female"
4311,52,180,"Female"
4312,41,101,"Male"
4313,107,178,"Female"
4314,82,201,"Male"
4315,85,158,"Female"
4316,76,94,"Female"
4317,72,210,"Male"
4318,72,144,"Female"
4319,96,225,"Female"
4320,80,173,"Female"
4321,95,141,"Female"
4322,59,173,"Female"
4323,66,189,"Male"
4324,107,171,"Female"
4325,60,180,"Female"
4326,91,153,"Female"
4327,63,224,"Female"
4328,64,176,"Male"
4329,89,154,"Female"
4330,87,165,"Male"
4331,88,178,"Female"
4332,54,191,"Male"
4333,90,166,"Female"
4334,61,171,"Male"
4335,60,125,"Female"
4336,80,154,"Male"
4337,84,167,"Female"
4338,53,160,"Male"
4339,78,188,"Female"
4340,85,183,"Male"
4341,70,140,"Female"
4342,62,202,"Female"
4343,52,145,"Female"
4344,64,150,"Male"
4345,43,153,"Female"
4346,75,168,"Male"
4347,72,137,"Male"
4348,60,252,"Female"
4349,71,196,"Male"
4350,76,170,"Male"
4351,69,163,"Female"
4352,68,111,"Female"
4353,58,132,"Female"
4354,81,147,"Male"
4355,72,176,"Female"
4356,87,206,"Male"
4357,49,182,"Female"
4358,66,122,"Female"
4359,46,157,"Male"
4360,69,158,"Female"
4361,72,171,"Male"
4362,46,180,"Male"
4363,72,181,"Male"
4364,49,107,"Male"
4365,58,206,"Female"
4366,48,165,"Female"
4367,77,180,"Female"
4368,58,168,"Male"
4369,95,156,"Male"
4370,79,194,"Male"
4371,83,158,"Male"
4372,65,189,"Male"
4373,59,166,"Female"
4374,61,160,"Female"
4375,45,207,"Female"
4376,64,108,"Male"
4377,88,263,"Female"
4378,69,215,"Male"
4379,58,212,"Female"
4380,62,128,"Female"
4381,79,211,"Female"
4382,69,180,"Female"
4383,71,191,"Female"
4384,62,169,"Male"
4385,49,167,"Female"
4386,69,179,"Male"
4387,61,204,"Female"
4388,58,186,"Female"
4389,87,178,"Female"
4390,72,148,"Male"
4391,85,143,"Male"
4392,72,211,"Male"
4393,68,121,"Male"
4394,92,165,"Male"
4395,86,176,"Male"
4396,53,127,"Female"
4397,67,187,"Female"
4398,65,172,"Female"
4399,54,181,"Male"
4400,67,151,"Female"
4401,80,219,"Female"
4402,78,125,"Male"
4403,89,189,"Male"
4404,61,161,"Female"
4405,75,183,"Female"
4406,78,203,"Male"
4407,54,180,"Female"
4408,58,205,"Female"
4409,53,136,"Female"
4410,38,159,"Male"
4411,45,161,"Female"
4412,55,272,"Female"
4413,56,184,"Female"
4414,62,176,"Female"
4415,56,166,"Female"
4416,77,125,"Female"
4417,65,192,"Female"
4418,83,153,"Male"
4419,87,155,"Male"
4420,91,163,"Female"
4421,66,222,"Male"
4422,88,181,"Male"
4423,89,123,"Female"
4424,98,184,"Male"
4425,60,188,"Male"
4426,58,127,"Male"
4427,58,216,"Female"
4428,60,189,"Male"
4429,55,162,"Male"
4430,94,169,"Male"
4431,57,180,"Male"
4432,79,158,"Male"
4433,75,203,"Female"
4434,35,147,"Female"
4435,82,189,"Female"
4436,80,164,"Male"
4437,88,177,"Female"
4438,62,228,"Female"
4439,76,187,"Female"
4440,68,168,"Male"
4441,69,190,"Female"
4442,38,222,"Female"
4443,55,197,"Female"
4444,80,135,"Male"
4445,76,178,"Male"
4446,79,181,"Male"
4447,99,182,"Female"
4448,47,189,"Female"
4449,82,184,"Female"
4450,57,171,"Male"
4451,84,159,"Male"
4452,87,235,"Female"
4453,62,171,"Male"
4454,92,91,"Female"
4455,70,183,"Male"
4456,61,173,"Male"
4457,88,160,"Male"
4458,38,178,"Male"
4459,60,168,"Female"
4460,83,181,"Male"
4461,59,203,"Female"
4462,68,188,"Male"
4463,65,165,"Female"
4464,100,197,"Female"
4465,47,166,"Male"
4466,85,165,"Female"
4467,62,177,"Female"
4468,66,162,"Female"
4469,82,209,"Male"
4470,67,184,"Male"
4471,54,217,"Female"
4472,80,256,"Male"
4473,44,180,"Female"
4474,62,156,"Female"
4475,62,127,"Male"
4476,70,169,"Female"
4477,72,181,"Male"
